chunk,rule_number,section,article,text
36,Rule 5,Section 2: Kick Off,"Article 1 
Points of Kick Off","Section 2: Kick Off (CB21)
Article 1 
Points of Kick Off
On all kick offs, the ball may be held, placed on the ground, or placed on a tee, provided that the lowest point of the ball is not more than 1 inch (2.54 cm) above the ground.
The ball shall be kicked off by a place kick from any point on or between the hash marks on Team A’s:
a) 45 yard (40 metre) line 
at the start of the first and third periods, or after any touchdown.
b) 45 yard (40 metre) line 
after a field goal scored by Team A, the team scored against may elect to kick off or scrimmage from its own 35 yard (30 metre) line.
c) Line 10 yards (10 metres) back from the centre line of the field where the distance between goal lines is less than regulation. Note: Any penalty distance to be applied on the kick off, from a penalty called on the previous scrimmage play, will be applied at the above points."
36,Rule 5,Section 2: Kick Off,"Article 2 
Neutral Zone","Article 2 
Neutral Zone
The neutral zone on a kick off is the area from the line of kick off to the line 10 yards (10 metres) in advance of the line of kick off, from sideline to sideline."
37,Rule 5,Section 2,Article 2,"Article 2 – Neutral Zone The neutral zone on a kick off is the area from the line of kick off to the line 10 yards (10 metres) in advance of the line of kick off, from sideline to sideline."
37,Rule 5,Section 2,Article 3,"Article 3 – Legal Kick Off                 a) The ball must be kicked at least 10 yards (10 metres) toward the opponent’s goal, unless it is touched first by an opponent.                     Penalty: 1. For touching the ball illegally – B option – L5 kick off repeated or option 2. For recovering the ball illegally, or for touching it illegally and recovering it, or for touching it illegally and/or touching it last before it goes out of bounds                     – B option: – L5 kick off repeated or option                     – B possession as 1D at the point of illegal touching, the point of recovery by Team A,                                        or at the out-of-bounds point.                     – Decline and take result of play                 b) The ball shall not go out of bounds at the sideline unless touched by a player. A player who catches                      the ball must come down in bounds to gain possession. If a player was the last to touch the ball,                      either that player or the ball must come down in bounds for possession to be awarded.                      Penalty: B option – L5 kick off repeated                      – possession at the out-of-bounds point                      – possession 25 yards in advance of point of kick off                 c) The ball shall not go out of bounds in the end zone in flight without being touched by a player. The                      ball is immediately dead and Team B shall scrimmage at any point on or between the hash marks on                      its own 20 yard (20 metre) line, no option.                 d) The ball shall not strike the goal post assembly in flight before it is touched by a player. The ball is                      immediately dead and Team B shall scrimmage at any point on or between the harsh marks on its                      own 20 yard (20 metres) line, no options.                 e) If Team B fails to advance the ball out of the end zone, or the kick off lands inbounds, and then goes                      out of bounds in the end zone, Team A scores 1 point."
37,Rule 5,Section 2,Article 4,"Article 4 – Offside on Kick Off                 a) At the instant the ball is kicked off, players of Team A shall not be in advance of the ball, except the                      player who may be holding the ball for the kickoff or the kicker who is always considered to be                      onside.                      Penalty: L5, kick off repeated or L5 PBD                 b) Until the ball is kicked, players of Team B must remain on their own side of the neutral zone.                      Penalty: L5 to Team B, kick off repeated."
37,Rule 5,Section 2,Article 5,"Article 5 – Interference                 a) On a kick off, Team B players may interfere with any opponent within bounds, after the ball is                      kicked, until it is declared dead, provided that the initial contact is made at or above the waist.                 b) On a kick off, if Team A legally recovers the ball, or a Team B fumble, Team A players may interfere                      with any opponent anywhere within bounds, provided that the initial contact is made at or above                      the waist.                      Penalty: 1. Ball in possession of either Team                                         Holding, Illegal block– L10 PBH or option.                                          UR – L15 PBH or PBD.                                         RP – L25 PBH or PBD.                                2. Ball in flight.                                         Holding, Illegal block. – L10 point where possession is gained or option.                                          UR– L15 point where possession is gained or PBD.                                          RP– L 25 point where possession gained or PBD.                               Note: If, after the infraction, possession is gained in the end zone by B, the appropriate                               penalty distance shall be applied from the B 10-yard (10m) line or option."
38,Rule 5,Section 2,Article 5,"Kicking
c) On a kick off, Team A players may use their hands and arms to ward off blockers and may use their bodies in blocking against players protecting the ball carrier, provided that the initial contact is made at or above the waist. Any other form of blocking by Team A players is illegal interference. Penalty: Ball in flight: 1. Foul in area of PP, or which affects the gaining of possession by B – Possession to Team B at PF. 2. Foul in area remote from PP, where the A player is not attempting to prevent possession from being obtained – L10 PP. Note: If, after the foul, possession is gained in the end zone by B, the penalty shall be applied from the B 10 yard (10 metre) line, or option. Ball in possession – L10 PBH. d) On any kick play, it shall be illegal for 3 or more players to align shoulder to shoulder within 2 yards of each other and move forward in an attempt to block for a ball carrier. (Wedge Block) Penalty L10 PBH or PP"
38,Rule 5,Section 3: Blocked Kick,Article 1 – Definition,"A blocked kick is a kick from scrimmage where, after being kicked, the ball is prevented from crossing the line of scrimmage because of contact with an opponent, or with a player of Team A who is offside. It is not a blocked kick if, after the ball is so contacted, the ball then crosses the line of scrimmage. This is a deflected kick, and the touching of the ball shall be disregarded. On a return kick, a blocked kick is one where the ball is touched by an opponent simultaneously with or immediately following the ball being kicked, and the ball then travels in a direction parallel to, or in the direction of, the kicking team’s dead line. It is not a blocked kick if, after the ball is so contacted, it then travels in the direction of the opponent’s dead line. The touching of the ball shall be disregarded, and all rulings in respect to the restraining zone and interference are similar to those for a punt crossing the line of scrimmage."
38,Rule 5,Section 3: Blocked Kick,Article 2 – Blocked and Recovered in Bounds,"If the ball is blocked, and is legally recovered in bounds by: a) Team B – 1st D – PBD. b) Team A – 1.2D – downs continue unless yards are gained. 3D DG – normal 1st down PBD. 3D DNG – LB PBD. When Team A legally recovers a blocked kick, the continuing play shall be considered as any other play from scrimmage and the blocked kick disregarded. A forward pass may be thrown, and all rulings applicable to a forward pass shall be enforced (Subject to Rule 4, Section 3, Article 3). If Team B recovers the blocked kick, and then loses possession to Team A, a forward pass by either team is illegal. Exception: This does not apply on a convert attempt. When Team B legally recovers a blocked kick, Team B players may interfere with any opponent anywhere within bounds, provided that the initial contact is made at or above the waist. Blocking by Team A players to break up interference is also legal, provided that the initial contact is made at or above the waist."
38,Rule 5,Section 3: Blocked Kick,Article 3 – Blocked to Out of Bounds – Field of Play,"Where a kick is blocked and the ball goes out of bounds in the field of play: Last Touched by Team A - 1.2D – possession retained by A, downs continue unless the required distance is gained. The point of next down is 24 yards (22 metres) in from the sideline, at the point of last touching by A, or the point where the ball went out of bounds, whichever is closer to the A goal line. 3D – possession awarded to Team B, unless the required distance is gained, 24 yards (22 metres) in from the sideline at the point of last touching by A, or the point where the ball went out of bounds, whichever is closer to the A goal line."
39,Rule 5,Section 3,Article 3,"Last touched by Team B - 1.2.3D – possession awarded to Team B 1st down, 24 yards (22 metres) in from the sideline at the point of last touching by B, or at the point where the ball went out of bounds, whichever is closer to the B goal line."
39,Rule 5,Section 3,Article 4 – Blocked Through End Zone,"a) When a kick is blocked and the ball goes dead in A possession in the end zone or is last touched by A before going out of bounds, even if the ball is touched (not directed) by a B player on the field of play into the end zone. 2 points (safety touch) to B b) When a kick is blocked on the field of play, and after being blocked, is directed (not kicked) into the end zone from the field of play by a B player, and: 1) Goes dead in A possession in the end zone, or is touched last by an A player in the end zone before the ball goes out of bounds in the end zone 1.2, 3D – A 1D at the 20-yard line (no score). 2) Goes out of bounds in the end zone, without again being touched. 1.2.3D – B 1D at the point where B last touched the ball on the field of play. c) When a return kick by Team B is blocked by Team A in the B end zone, and the ball goes dead in the B end zone, in B possession, or goes out of bounds in the B end zone, either directly or after being touched by A or B, a score of 1 or 2 points as appropriate is awarded to Team A."
39,Rule 5,Section 3,Article 5 – Pyramiding,A player may not use the body of another player anywhere in bounds in any way to gain or maintain elevation on any play. A player cannot elevate a teammate in any way on any play. Penalty: L5 PLS.
39,Rule 5,"Section 4: Kick From Scrimmage and Return Kick (Punt, Place or Drop Kick)",,"In the application of this section, the benefit of any doubt shall be given to the receiver."
39,Rule 5,"Section 4: Kick From Scrimmage and Return Kick (Punt, Place or Drop Kick)",Article 1 – Offside beyond Line of Scrimmage (Restraining Zone Foul),"This article does not apply to a dribbled ball, or to a kick which does not cross the LS. When on a kick from scrimmage (ball crosses the line of scrimmage), return kick or on an open-field kick, a player is offside in relation to the kicker, such player: a) shall not touch or be touched by the ball. Penalty: – in field of play – L15 from PBT (point ball touched) – in goal area – L15, penalty applied at 10-yard line b) shall allow 5 yards to an opponent attempting to gain possession of the kicked ball. The five-yard zone is determined by a circle with a five yard radius, with the centre point being the ball at the instant it is first touched. Penalty: – in field of play – L15 from PBT – in goal area – L15, penalty applied at 10-yard line If the ball strikes the ground before being touched by the receiving team: Penalty: – in field of play – L5 PBT or PBD – in goal area – L5 penalty applied at 10-yard line or PBD.. c) If the kicking team player is making no effort to withdraw from the 5 yard zone, and is hovering over the ball or the receiving team player about to take possession of the ball: Penalty: – L15 will apply at normal point of application regardless whether the ball bounced. d) If the kicking team player interferes with a receiving team player attempting to gain possession of the kicked ball, with or without contact: Penalty: – L15 from the normal point of application A player of the kicking team who invades the five-yard zone, and contacts a receiving team player, who is attempting to play the ball in an unnecessarily rough manner, will be subject to an additional 15 or 25 yard penalty, regardless of whether the ball had struck the ground."
40,Rule 5,Section 4,Article 1,"Note: For players at levels of football lower than college or junior, league executives may wish to reduce the severity of the above penalty to 10 yards (10 metres). A penalty in the opponent’s end zone may be awarded at the 10 yard (10 metre) line. Field officials should be notified in writing of any such variations in order to maintain consistency for the teams."
40,Rule 5,Section 4,Article 2 – Miscellaneous,"a) A scrimmage kick which travels only a short distance across the line of scrimmage, or a return kick (not including a dribbled ball) which is short, and thereby prevents players of the kicker’s team from giving the required distance, shall be whistled dead as soon as the ball touches a player or the ground, with possession awarded to the receiving team. In obvious situations where the kick will clearly fall short into a group of players, the play may be whistled dead as soon as the ball begins to descend. No distance penalty will be assessed, but if the ball is whistled dead in this manner on the final play of a half, the receiving team shall be entitled to 1 play from scrimmage if they so elect. b) The ball should NOT be whistled dead on any such short kick, if it is dropping into the end zone. A scrimmage kick from the end zone, which does not leave the end zone, shall not be whistled dead. A return kick from the end zone, which does not leave the end zone, shall not be whistled dead, and the non-offending team shall be awarded a score if a restraining zone foul is committed. In either case, the receiving team may recover the ball in the end zone for a touchdown. Penalty: Option to non-offending team of: Score – Scrimmage Kick – 2 points. – Return Kick – 1 point. OR Possession – 1D at 10 yard (10 metre) line. c) An offside player who is within the restraining zone and contacts the receiver before he/she touches the ball, shall be penalized for UR or RP in addition to the restraining zone foul, unless in the opinion of the official, the contact was incidental and unavoidable. d) The kicker or onside player may be the first player to legally enter the restraining zone to recover the ball. No contact shall be made with the opposing receiver, except in a legitimate attempt to recover the ball, and all other contact by the kicker or onside player is illegal. Penalty: Ball awarded 1st down at PF. e) If, under this article, the ball is motionless on the ground, and the receiver feints as if to pick up the ball. i) The receiver may be tackled without penalty. ii) If the receiver touches the ball first, whoever recovers the ball shall retain possession. iii) If an offside player touches the ball first, possession awarded to the receiving team at that point, with no distance penalty. iv) If an onside player touches the ball first, whoever recovers the ball shall retain possession f ) If a scrimmage kick is in the end zone, and before it is touched by an opponent, a player of the kicking team illegally recovers or touches the ball without attempting to allow an opponent to recover it, the restraining zone violation shall be called, but the penalty will be: i) no score. ii) opponent’s ball, 1D at the 35, or at the PLS if the ball entered the end zone as a result of a missed field goal, where the PLS was outside the 35. g) On any kick from scrimmage (which excludes kickoffs) where the ball enters the end zone, the receiving team being able to successfully advance the ball legally out of the end zone and retain possession without returning the ball into the end zone, may choose to scrimmage at their own 20 yard (20 metre) line on or between the hash marks or where the ball becomes dead. Note: When the ball has been legally advanced out of the end zone, the point ball held will be classed the B 20 yard (20 metre) line until the ball is carried beyond the B20, for any penalties to be applied at PBH. h) On any kick from scrimmage, where the ball does not cross the line of scrimmage and is not the result of being blocked, rule the same as for a dribbled ball"
41,Rule 5,Section 4,Article 3,"Article 3 – Goal Post Assembly A kicked ball which strikes the opponent’s goal post assembly in flight shall be dead immediately and awarded to the receiving team; 1st down, at any point on or between the hash marks on its 20 yard (20 metre) line. A kicked ball which strikes the opponent’s goal post assembly after striking the ground, a player, or an official, or a kicked ball which strikes the kicking team’s goal post assembly shall remain in play."
41,Rule 5,Section 4,Article 4,"Article 4 – Field Goal On a field goal or convert attempt, if the ball strikes the goal post assembly, but still goes over the crossbar and between the uprights, the score shall count. If it does not score, the ball shall be put into play: a) after Missed Field Goal – at any point between the hash marks on the 20 yard (20 metre) line. b) after Missed Convert – normal kick off."
41,Rule 5,Section 5: Interference On Kick from Scrimmage or Return Kick,,Section 5: Interference On Kick from Scrimmage or Return Kick (CB23)
41,Rule 5,Section 5: Interference On Kick from Scrimmage or Return Kick,Article 1,"Article 1 – Receiving Team – Scrimmage Kick a) Players of the receiving team may interfere with any player of the kicking team who has crossed the line of scrimmage, provided that the initial contact is made at or above the waist. Such interference will be legal from the time the ball is snapped, until it is declared dead. Penalty: 1. Before A loses possession – apply penalty at PLS. – apply Unnecessary Roughness or Rough Play at the PLS, Point of Possession, or PBD, at option of non-offending team. 2. Ball in flight – apply penalty at Point of Possession. – apply Unnecessary Roughness or Rough Play at Point of Possession or PBD (Note 1). 3. After possession gained – apply penalty at PBH (Note 4). – apply Unnecessary Roughness or Rough Play at PBH or PBD. Note 1: Exception to item 2: Unnecessary Roughness or Rough Play against the kicker may be applied at the PP, PBD, or at the PLS, at the option of Team A. Interference with the kicker behind the neutral zone will be applied at the PP, and is not additive to any other penalty except those in Rule 8, Section 1, Article 4b. Contacting the kicker shall be applied at the PLS. Note 2: If possession is gained in the end zone, the penalty shall be applied from the 10 yard (10 metre) line or from PBD or PLS if applicable (see article 5). Note 3: If a kicked ball lands and is loose in the end zone before possession is gained by B, and a B foul occurs in the end zone, Team A shall be awarded a rouge (1 point) or option. Note 4: As soon as the ball is touched by the receiving team, the line of scrimmage and the neutral zone lose any significance with respect to the interference rules. Note 5: If the foul occurs in the end zone, with the PBH in the end zone, Team A shall be awarded a rouge or a safety touch (1 or 2 points), as applicable or option. b) The kicker shall not be interfered with behind the neutral zone, until the receiving team has touched the ball. Exception: On a quick kick, the kicker does not receive this protection. Penalty: 1.2.3D – L10 PP."
42,Rule 5,Section 5,Article 2,Kicking
42,Rule 5,Section 5,Article 2,"Article 2 – Receiving Team – Return Kick Players of the team receiving a return kick may interfere with any opponent, including the kicker, from the time the ball is kicked, provided that the initial contact is made at or above the waist, until the ball is declared dead. Penalty: 1. Ball in flight – apply penalty at Point of Possession. – apply Unnecessary Roughness or Rough Play at Point of Possession, or PBD. Note: If the PP is in the end zone, the penalty will be applied from the 10 yard (10 metre) line or PBD if applicable. 2. After possession gained – apply penalty at PBH. – apply Unnecessary Roughness or Rough Play at PBH or PBD. Note 1: If the PBH is in the end zone, the penalty shall be applied from the 10 yard (10 metre) line or PBD if applicable (see Article 5). Note 2: If the foul occurs in the end zone, with the PBH in the end zone, the non-offending team shall be awarded a rouge or safety touch (1 or 2 points) as applicable, or option. Note 3: If a kicked ball lands and is loose in the end zone before possession is gained, and a foul occurs in the end zone, the non-offending team shall be awarded a rouge (1 point) or option."
42,Rule 5,Section 5,Article 3,"Article 3 – Kicking Team Players of the kicking team may block any opponent up to the limit of the neutral zone, may use their hands and arms to ward off blockers interfering with their approach to the ball carrier, while proceeding downfield, and may use their bodies in blocking against players protecting the ball carrier provided that the initial contact is made at or above the waist. Any other interference is illegal. Penalty: Ball in possession of A – L10 PLS DR. Ball in flight – L10 PP. Ball in possession of B – L10 PBH. Note: If the point of application is the PP or PBH, and these points are in the B end zone, the point of application shall be from the B 10 yard (10 metre) line (see article 5)."
42,Rule 5,Section 5,Article 4,"Article 4 – Recovery of Kick If the kicker or onside player legally recovers the kick, all players of that team may legally interfere with the opponents after such recovery, provided that the initial contact is at or above the waist."
42,Rule 5,Section 5,Article 5,"Article 5 – Point of Scrimmage In the above articles, when a penalty is applied from the 10 yard (10 metre) line, Team A may scrimmage the ball at any point on or between the hash marks, on the line where the ball is placed after the penalty application."
42,Rule 5,Section 6,,"Section 6: Dribbled Ball A Dribbled ball occurs by kicking the ball when it is loose (not in possession of any player) a) A dribbled ball may be touched by the kicker or any onside player without penalty. b) A dribbled ball touched by the opponent makes all offside players onside. c) If a dribbled ball is touched by an offside player: Penalty: Award ball to the opponent at point of touch, or option. If touch is in the opponent’s Goal Area: Penalty: Award ball to opponent at their 20 yard (20 metre) line, or option. If touch is in own Goal area: Penalty: Accept a score of 1 or 2 points as applicable, or take possession of the ball as 1st down at the PLS or 10 yard (10 metre line whichever is closer to the opponent’s goal line. Note: If the touching by an offside player occurs on the last play of a half, the opponent may elect to extend the period for an additional play, from point of touch. Note: A ball dribbled by Team A across the line of scrimmage does not interrupt the continuity of downs. Note: A dribbled ball that strikes a goal post shall remain in play."
42,Rule 6,,,Passing
42,Rule 6,Section 1,,Passing
43,Rule 6,Section 1,Lateral or Onside Pass,"A lateral or onside pass is one thrown, handed, knocked, batted, or fumbled by a player parallel to or in the direction of their own deadline. The point of termination is that point at which the ball is caught, strikes another player, an official, or the ground, or goes out of bounds, and it is the factor which determines whether it is a lateral pass, regardless of the direction in which it goes afterwards. A lateral pass striking the ground is not dead, and may be recovered legally by either team. When a lateral pass goes out of bounds, without being touched by a player after the pass is made, the ball shall be put into play at the hash mark at the out of bounds point, or at the point of origin of the pass, whichever is closer to the dead line of the team entitled to possession."
43,Rule 6,Section 2,Hand Off Pass,"A Hand Off Pass is made on a scrimmage play, when the ball is handed in any direction but not thrown, by one Team A player to another, behind the line of scrimmage. The player receiving the pass must not at that point be occupying the position of a lineman. There are no restrictions on the number of hand off passes on any one play. A hand off pass in a forward direction is illegal following a completed Forward Pass."
43,Rule 6,Section 3,Article 1 – Definition,"An offside pass is made when the ball is directed in any manner other than being kicked, in the direction of the opponent’s dead line."
43,Rule 6,Section 3,Article 2 – Illegal Recovery,A Team making an offside pass shall not be permitted to advance the ball or retain possession beyond the point of origin of the pass. Penalty: Next scrimmage at point of origin of pass or option Exceptions: Handoff pass behind the line of scrimmage Forward Pass
43,Rule 6,Section 3,Article 3 – General Occurrence of Offside Pass,"An offside pass generally occurs in the following situations: 1) on a scrimmage play, a Team A player makes an offside pass after he/she has crossed the line of scrimmage. 2) after a change of possession (e.g. punt runback, fumble recovery, intercepted pass) a player makes an offside pass. 3) in attempting to complete a forward pass, a Team A eligible receiver tips, deflects, knocks, or bats the ball in an offside direction where it is caught by a Team A ineligible receiver. Penalty: Next scrimmage at point of origin of offside pass, and downs continue, unless the required distance has been gained at that point."
43,Rule 6,Section 3,Article 4 – Legal Situations,"An offside pass does NOT occur in the following situations: 1) on a scrimmage play, before the ball has crossed the line of scrimmage, a Team A player throws an offside pass – rule as a forward pass. 2) in attempting to complete a forward pass, Team A eligible receiver tips, deflects, knocks, or bats the ball in an offside direction, where it is caught by another Team A eligible receiver. 3) in attempting to intercept a forward pass, a Team B player tips, deflects, knocks or bats the ball in an offside direction where it is caught by another Team B player."
44,Rule 6,Section 3,Article 4,"4) on a scrimmage play, Team A passer crosses the line of scrimmage and throws what is obviously intended to be a forward pass, in the opinion of the Referee; this shall be ruled as an illegal forward pass. Penalty: 1, 2, 3D – L10 DR Convert – L10 DR 5) on a ball fumbled forward by a ball carrier, or a player attempting to catch a kicked ball. or by a player attempting to intercept a lateral pass. 6) on a kick which is blocked"
44,Rule 6,Section 3,Article 5 – Fumbled to Out of Bounds,"When the ball is fumbled forward from the field of play directly to out-of-bounds, the ball shall be scrimmaged at the point of origin of the fumble and downs continue, unless the required distance is gained at that point. This applies whether the out-of-bounds spot is in the field of play, or the end zone."
44,Rule 6,Section 3,Article 6 – Fumbled into End Zone,"A ball fumbled forward by Team A into the Team B end zone, which is recovered by Team B, shall be ruled as an intercepted forward pass (Rule 6, Section 4, Article 11 (a))."
44,Rule 6,Section 3,Article 7 – Thrown Forward,"A ball which is thrown in an offside direction may not be recovered legally by the throwing team, unless it meets the requirements of a Forward Pass (Rule 6, Section 4, Article 1). The ball may be recovered legally by the defending team. Penalty: Next scrimmage at point of origin of offside pass, and downs continue, unless the required distance is gained at that point."
44,Rule 6,Section 3,Article 8 – Offside Pass from the End Zone,"1) If Team A makes an offside pass in its own end zone, and retains possession, Team B shall be awarded 2 points or option. 2) If Team B makes an offside pass in its own end zone and retains possession: a) After receiving a Team A kick, Team A shall be awarded 1 point or option. b) While intercepting or after intercepting a Team A forward pass, Team B shall scrimmage at any point on or between the hash marks on its own 20 yard (20 metre) line, or at PBD (Team A option). No score. 3) If the ball is fumbled by Team A from the end zone to out of bounds in the field of play without touching an opponent: 1.2D – Team B has choice of 2 options: 1. 2 points for safety touch. 2. Allow A to scrimmage on the hash mark at the out of bounds spot, downs continue. 3D – Team B has the choice of 2 options: 1. 2 points for safety touch. 2. 1st Down for B on the hash mark at the out of bounds spot. Note: A fumble from the end zone to out of bounds in the field of play, when the ball does not touch an opponent, is an offside pass in the end zone, since the point of termination is closer to the opponent’s dead line than the point of the pass."
44,Rule 6,Section 4: Forward Pass,Article 1 – Definition,"A forward pass is one which is thrown by any Team A player from behind the line of scrimmage toward the Team B dead line, to any eligible receiver. The ball shall not touch the ground, goal post assembly, an official, or go out of bounds. A forward pass is illegal after a change of possession by either team. A forward pass thrown to an eligible receiver behind the line of scrimmage is a screen pass. If Team B gains possession from a fumble, blocked kick, etc., and subsequently loses possession again to Team A, a forward pass by either team is illegal. The ball is considered to be in the possession of Team A until the pass is ruled complete or incomplete, or the ball becomes dead, or it is caught by Team B."
45,Rule 6,Section 4,Article 2,Article 2 – Number of Forward Passes A forward pass shall be thrown once only on each down. A second forward pass on the same down shall be penalized. Penalty: 1.2.3D – L10 DR Convert – L10 DR
45,Rule 6,Section 4,Article 3,Article 3 – Passer The pass may be thrown by any Team A player who is behind the line of scrimmage when they throw the ball. The passer need not be the first player to receive the ball from the centre.
45,Rule 6,Section 4,Article 4,"Article 4 – Eligible Receivers The following players are eligible receivers: a) The player at each end of the scrimmage line at the snap, wearing numbers 0-49 or 80-99 b) Players clearly back of the scrimmage line at the snap, wearing numbers 0-49 or 80-99 c) A Team A player wearing numbers 0-49 or 80-99 who is in forward motion from a backfield position and within one yard of the line of scrimmage when the ball is snapped. d) All players of Team B, whether or not the pass is legally thrown. e) All players of Team A, if the ball is touched by a B player."
45,Rule 6,Section 4,Article 5,"Article 5 – Ineligible Receivers Players of Team A wearing numbers 50-79 are ineligible receivers, regardless of what position they take in the line or behind the line. Exception, unless declared as eligible as indicated by rule 4-3-1 a) An ineligible receiver shall not be the first player of Team A to catch the ball or touch the ball in an attempt to catch it, before the ball has been touched by any eligible receiver. Penalty: 1.2D – L10 DR, 3D DG – L10 DR, DNG – LB PLS or PBD. b) Ineligible receivers shall not go downfield beyond the neutral zone, unless they make contact with an opponent in the neutral zone and maintain this contact as they move downfield. However, should such player lose contact and no longer take part in the play, that player shall not be penalized. c) If an ineligible receiver is downfield on a kick from scrimmage situation that breaks down, becoming a pass play, and if that player no longer takes part in the play, they shall not be penalized. Penalty: 1.2.3D – L10 PLS DR. d) All Team A players may block downfield prior to the ball being caught on passes on or behind the line of scrimmage."
45,Rule 6,Section 4,Article 6,"Article 6 – Completed Forward Pass A player is inbounds if one foot is touching the ground inbounds, and neither the player nor the other foot is out of bounds, even though that foot may step out of bounds after possession is gained; or if a player is in the air, at least one foot comes down inbounds, before the player touches out of bounds (subject to item (d) of this article). A forward pass is complete if it is caught inbounds as follows: a) When caught by a Team A eligible receiver, or simultaneously by two or more Team A eligible receivers. b) When caught by a Team B player, or simultaneously by two or more Team B players. c) When caught simultaneously by eligible receivers of both teams, the ball shall be awarded to Team A, even if it has been touched previously by Team B. d) When an eligible receiver tips the ball in an offside direction, and it is caught by an ineligible receiver, the forward pass is ruled complete at the point where the ball was tipped in the offside direction. e) A forward pass shall not be ruled as “completed” until the player, after catching the ball, maintains complete and continuous control of the ball throughout the process of contacting the ground, whether in the field of play, end zone or out-of-bounds."
46,Rule 6,Section 4,Article 7,"A forward pass is incomplete as follows: a) When the ball touches the ground, goal post assembly, an official, a corner marker, Downsbox marker or yardstick assembly or goes out of bounds, even if previously touched by a player. b) When an eligible receiver catches a pass while off the ground, inbounds, and lands on or outside a boundary line, with or without being contacted by an opponent."
46,Rule 6,Section 4,Article 8,"Intentional Grounding If Team A passer deliberately throws a forward pass that lands behind the line of scrimmage or Out of Bounds behind the line of scrimmage and to an area in which there is no eligible Team A receiver, to avoid a loss of yards, the team shall be penalized. However, the team shall not be penalized if the passer throws the ball across the line of scrimmage to an open area or Out of Bounds. Penalty: Loss of Down at point from which pass was thrown. If the pass was thrown from the Goal Area, a safety touch score shall be awarded to Team B, subject to the right of Team B to decline the score and accept the play as it terminated."
46,Rule 6,Section 4,Article 9,"Interference a) Team A-Prior to a forward pass being thrown across the line of scrimmage, a Team A player may not initiate contact with or block a Team B player more than 1 yard in advance of the line of scrimmage, until the pass has been touched by an eligible receiver. “illegal block -Blocking Downfield”. A Team A player may not interfere with a Team B player who is about to intercept the forward pass. However, Team A players who are carrying out normal blocking tactics to protect the passer shall not be penalized for interference against a Team B player who is about to intercept the pass, if the Team A players are unaware that such an interception is imminent (see 6-4-10, note 2). After the pass has been touched by an eligible receiver, all A players may legally interfere anywhere within bounds. Team A ineligible receivers who make contact in the neutral zone may maintain this contact beyond the neutral zone, (subject to 6-4-5-b-c)) otherwise they may not proceed downfield until the ball is thrown. (Exception 6.4.5d) b) Team B – Team B players may interfere with Team A players in the neutral zone, and with any Team A player behind the neutral zone who is protecting the passer. Team B players occupying positions behind their line may use their hands and arms to defend their position, stationary or in motion, against a Team A player who, as a potential blocker, threatens their defensive position, until the pass has been thrown. While the ball is in the air, no contact is permissible except as described in (c) following. These Team B players shall not interfere with a potential pass receiver who is not threatening their defensive positions. It is illegal to pursue and contact an eligible pass receiver before the ball has been touched by an eligible receiver. After the ball has been touched by an eligible receiver, players of either team may interfere legally. Team B players, after B has intercepted a pass, may interfere with Team A players anywhere within bounds, provided that the initial contact is made at or above the waist. c) Contact between two opponents is legal, provided such contact results from a simultaneous and bonafide attempt to play the ball, which occurs at the spot of possible completion of a pass, where each player is intent on playing the ball, where such contact is unavoidable and incidental to the effort involved in attempting to catch or bat the ball, and where each player is in an equally favourable position to play the ball. A player, who is not looking at, or for, the ball, cannot be considered to be playing the ball. A player cannot drive «through» an opponent to reach the ball. Even if this player reaches the ball, such prior contact is illegal. Defensive players have equal right to the path of the ball as eligible A receivers. Inadvertent tripping by a player with equal position shall not be ruled as interference d) Screening – Waving the hands or arms or «face guarding» in close proximity to an eligible pass receiver is illegal interference"
